Stage;Segment;Experience Level;Product Tier;CampaignType;Industry;Market Maturity;Territory;Country;State Province;Created Date;CloseDate;Status;Units;Revenue;ClosePct;Product Name;Product Category;List Price
Negotiation;Mid-Market;Senior;Basic;Webinar;Healthcare;Emerging;LATAM;Mexico;Mexico City;2024-10-24;2024-11-15;Won;588;38854,75;0,7;Wireless Charger Pad;Accessories;66
Negotiation;Enterprise;Principal;Standard;Conference;Education;Mature;North America;United States;New York;2024-09-03;2024-11-16;Won;206;81025,55;0,7;Installation Service;Services;393
Negotiation;Mid-Market;Senior;Standard;Digital Ads;Finance;Mature;EMEA;Spain;Madrid;2024-10-20;2024-11-16;Won;226;55231,81;0,7;ReadingPlus Annual;Software;244
Qualification;Mid-Market;Mid-Level;Basic;Conference;Technology;Mature;EMEA;Denmark;Jylland;2024-10-20;2024-11-17;Lost;335;22118,75;0,4;Wireless Charger Pad;Accessories;66
Prospecting;Enterprise;Senior;Standard;Digital Ads;Healthcare;Emerging;LATAM;Mexico;Mexico City;2024-10-15;2024-11-17;Lost;262;103225,51;0,1;Installation Service;Services;393
Negotiation;Mid-Market;Junior;Basic;Email Campaign;Education;Mature;North America;Canada;Ontario;2024-10-15;2024-11-18;Won;590;76234,31;0,6;Parental Control Suite;Software;129
Qualification;Enterprise;Senior;Premium;Email Campaign;Finance;Mature;EMEA;Germany;Bavaria;2024-09-09;2024-11-19;Won;83;115162,69;0,4;Onsite Training;Services;1382
Proposal;Mid-Market;Senior;Basic;Email Campaign;Education;Emerging;LATAM;Mexico;Mexico City;2024-08-15;2024-11-20;Lost;533;45909,1;0,5;Travel Adapter Kit;Accessories;86
Negotiation;Enterprise;Mid-Level;Premium;Digital Ads;Retail;Mature;North America;United States;New York;2024-09-30;2024-11-20;Won;118;101029,64;0,8;Extended Warranty;Services;855
Qualification;SMB;Principal;Basic;Webinar;Manufacturing;Mature;North America;Canada;Quebec;2024-08-13;2024-11-21;Won;165;19415,83;0,3;"Protective Case 6""";Accessories;117
Negotiation;Mid-Market;Principal;Premium;Digital Ads;Healthcare;Mature;EMEA;Denmark;Jylland;2024-11-05;2024-11-21;Lost;38;33213,85;0,7;Extended Warranty;Services;855
Proposal;Mid-Market;Principal;Basic;Email Campaign;Retail;Mature;North America;Canada;British Columbia;2024-11-01;2024-11-21;Lost;807;53312,9;0,6;Wireless Charger Pad;Accessories;66
Proposal;Mid-Market;Senior;Basic;Conference;Technology;Mature;North America;United States;Washington;2024-11-07;2024-11-22;Won;317;20983,23;0,5;Wireless Charger Pad;Accessories;66
Prospecting;Mid-Market;Principal;Basic;Email Campaign;Healthcare;Growth;APAC;India;Karnataka;2024-10-13;2024-11-22;Won;572;67020,78;0,2;"Protective Case 6""";Accessories;117
Qualification;Enterprise;Principal;Basic;Digital Ads;Finance;Mature;North America;Canada;Ontario;2024-07-16;2024-11-23;Lost;966;96655,51;0,3;"E-reader Lite 6"" 8 GB";Devices;100
Negotiation;Enterprise;Mid-Level;Standard;Webinar;Healthcare;Mature;EMEA;Spain;Catalonia;2024-08-27;2024-11-23;Won;423;85163,31;0,7;Smart Speaker Mini;Devices;201
Prospecting;Enterprise;Junior;Premium;Email Campaign;Healthcare;Emerging;LATAM;Brazil;São Paulo;2024-10-30;2024-11-24;Lost;91;136650,2;0,1;Data Migration;Services;1487
Prospecting;Mid-Market;Senior;Basic;Webinar;Manufacturing;Growth;APAC;India;Maharashtra;2024-10-27;2024-11-24;Lost;614;61425,28;0,0;"E-reader Lite 6"" 8 GB";Devices;100
Prospecting;Enterprise;Senior;Basic;Partner Program;Healthcare;Mature;North America;Canada;Ontario;2024-10-04;2024-11-24;Lost;754;88322,1;0,1;Cloud Sync Pro;Software;117
Final Review;Mid-Market;Mid-Level;Premium;Partner Program;Finance;Mature;EMEA;France;Île-de-France;2024-09-10;2024-11-28;Won;60;49509,81;0,8;Premium Support;Services;819
Prospecting;Mid-Market;Senior;Basic;Digital Ads;Manufacturing;Mature;EMEA;Denmark;Jylland;2024-10-03;2024-11-29;Lost;529;34955,38;0,2;Wireless Charger Pad;Accessories;66
Proposal;Enterprise;Senior;Premium;Email Campaign;Retail;Mature;EMEA;United Kingdom;England;2024-10-23;2024-11-30;Won;75;103873,59;0,5;Onsite Training;Services;1382
Prospecting;Mid-Market;Junior;Standard;Partner Program;Manufacturing;Mature;EMEA;Germany;Bavaria;2024-10-26;2024-12-01;Lost;400;64129,8;0,0;Office Suite Enterprise;Software;160
Negotiation;Mid-Market;Mid-Level;Standard;Partner Program;Government;Growth;APAC;Japan;Osaka;2024-09-19;2024-12-01;Won;160;25704,99;0,7;Office Suite Enterprise;Software;160
Proposal;Mid-Market;Principal;Standard;Digital Ads;Healthcare;Emerging;LATAM;Brazil;São Paulo;2024-09-26;2024-12-01;Lost;308;75356,08;0,5;ReadingPlus Annual;Software;244
Proposal;Mid-Market;Junior;Basic;Conference;Government;Mature;North America;Canada;British Columbia;2024-10-21;2024-12-01;Won;357;35721,63;0,5;"E-reader Lite 6"" 8 GB";Devices;100
Negotiation;Mid-Market;Senior;Basic;Partner Program;Manufacturing;Mature;North America;Canada;Ontario;2024-08-31;2024-12-02;Lost;2071;60077,74;0,7;Stylus Pro;Accessories;29
Negotiation;Enterprise;Mid-Level;Standard;Digital Ads;Technology;Mature;EMEA;Spain;Catalonia;2024-11-18;2024-12-02;Lost;549;110454,4;0,6;Smart Speaker Mini;Devices;201
Prospecting;Mid-Market;Senior;Premium;Email Campaign;Technology;Mature;EMEA;Spain;Madrid;2024-10-24;2024-12-03;Lost;123;67637,56;0,1;Smart Speaker Max;Devices;546
Proposal;Enterprise;Mid-Level;Premium;Partner Program;Retail;Mature;North America;Canada;Ontario;2024-11-21;2024-12-03;Lost;96;82447,07;0,6;Extended Warranty;Services;855
Qualification;Mid-Market;Junior;Basic;Digital Ads;Technology;Emerging;LATAM;Brazil;São Paulo;2024-11-01;2024-12-04;Lost;176;20676,2;0,3;"Protective Case 6""";Accessories;117
Prospecting;Mid-Market;Mid-Level;Basic;Email Campaign;Healthcare;Growth;APAC;India;Delhi;2024-09-24;2024-12-05;Lost;610;78789,73;0,2;Parental Control Suite;Software;129
Proposal;Enterprise;Principal;Basic;Webinar;Finance;Growth;APAC;India;Delhi;2024-08-21;2024-12-06;Won;1038;133970,99;0,5;Parental Control Suite;Software;129
Prospecting;Mid-Market;Junior;Premium;Email Campaign;Government;Growth;APAC;Japan;Tokyo;2024-10-18;2024-12-06;Lost;27;37376,39;0,1;Onsite Training;Services;1382
Negotiation;Mid-Market;Principal;Basic;Partner Program;Healthcare;Mature;EMEA;United Kingdom;England;2024-10-19;2024-12-07;Won;554;47703,13;0,7;Travel Adapter Kit;Accessories;86
Proposal;Mid-Market;Principal;Standard;Digital Ads;Finance;Mature;EMEA;Germany;Bavaria;2024-10-30;2024-12-10;Won;239;43355,25;0,5;Office Suite Basic;Software;181
Prospecting;Mid-Market;Mid-Level;Basic;Partner Program;Technology;Growth;APAC;India;Maharashtra;2024-11-11;2024-12-10;Lost;257;27585,91;0,1;Premium Headphones;Accessories;107
Final Review;Enterprise;Principal;Standard;Webinar;Healthcare;Mature;North America;United States;New York;2024-11-17;2024-12-10;Lost;545;87212,37;1,0;Office Suite Enterprise;Software;160
Negotiation;Enterprise;Junior;Premium;Email Campaign;Healthcare;Mature;North America;Canada;Ontario;2024-09-23;2024-12-10;Won;134;104679,48;0,6;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Mid-Market;Senior;Basic;Partner Program;Healthcare;Growth;APAC;India;Maharashtra;2024-11-20;2024-12-11;Won;459;30322,64;0,0;Wireless Charger Pad;Accessories;66
Prospecting;Enterprise;Mid-Level;Premium;Email Campaign;Manufacturing;Mature;EMEA;Denmark;Jylland;2024-11-26;2024-12-12;Lost;151;104953,21;0,2;"Tablet Pro 11"" 128 GB";Devices;694
Negotiation;Mid-Market;Principal;Standard;Partner Program;Manufacturing;Mature;EMEA;Spain;Catalonia;2024-10-23;2024-12-12;Won;186;37402,07;0,7;Smart Speaker Mini;Devices;201
Prospecting;Mid-Market;Junior;Premium;Webinar;Technology;Mature;EMEA;United Kingdom;England;2024-10-31;2024-12-13;Lost;53;43976,72;0,0;Premium Support;Services;819
Proposal;Mid-Market;Junior;Basic;Digital Ads;Healthcare;Mature;North America;United States;New York;2024-09-05;2024-12-13;Won;572;66969,83;0,4;Cloud Sync Pro;Software;117
Qualification;Mid-Market;Senior;Premium;Partner Program;Manufacturing;Mature;North America;Canada;Quebec;2024-12-02;2024-12-14;Lost;33;45667,26;0,3;Onsite Training;Services;1382
Qualification;Mid-Market;Senior;Premium;Conference;Technology;Emerging;LATAM;Brazil;Rio de Janeiro;2024-11-26;2024-12-15;Won;50;70130,75;0,4;Onsite Training;Services;1382
Prospecting;Mid-Market;Principal;Standard;Conference;Finance;Emerging;LATAM;Mexico;Mexico City;2024-10-27;2024-12-16;Won;220;44414,48;0,1;Smart Speaker Mini;Devices;201
Proposal;Enterprise;Mid-Level;Premium;Partner Program;Manufacturing;Mature;North America;United States;Texas;2024-11-10;2024-12-16;Lost;241;131882,49;0,5;Smart Speaker Max;Devices;546
Proposal;Enterprise;Mid-Level;Premium;Digital Ads;Manufacturing;Emerging;LATAM;Brazil;Rio de Janeiro;2024-10-31;2024-12-17;Lost;105;82208,94;0,5;"E-reader Platinum 8"" 32 GB";Devices;780
Proposal;Enterprise;Junior;Premium;Digital Ads;Finance;Mature;EMEA;United Kingdom;England;2024-11-26;2024-12-19;Won;83;114752,91;0,5;Onsite Training;Services;1382
Negotiation;Mid-Market;Senior;Basic;Partner Program;Government;Mature;North America;United States;Washington;2024-11-12;2024-12-19;Lost;496;32755,44;0,7;Wireless Charger Pad;Accessories;66
Qualification;Mid-Market;Junior;Standard;Partner Program;Technology;Mature;EMEA;Spain;Catalonia;2024-10-18;2024-12-20;Won;122;47947,24;0,3;Installation Service;Services;393
Negotiation;Enterprise;Principal;Basic;Webinar;Manufacturing;Mature;EMEA;Germany;Bavaria;2024-12-08;2024-12-20;Won;710;91714,02;0,6;Parental Control Suite;Software;129
Qualification;Mid-Market;Senior;Basic;Webinar;Healthcare;Mature;North America;United States;Texas;2024-08-02;2024-12-21;Lost;268;31437,52;0,2;"Protective Case 6""";Accessories;117
Qualification;Mid-Market;Principal;Premium;Digital Ads;Education;Growth;APAC;Japan;Osaka;2024-10-21;2024-12-21;Lost;88;61343,99;0,2;"Tablet Pro 11"" 128 GB";Devices;694
Negotiation;Mid-Market;Principal;Premium;Digital Ads;Healthcare;Growth;APAC;India;Maharashtra;2024-11-08;2024-12-21;Won;63;34771,5;0,6;Smart Speaker Max;Devices;546
Prospecting;Mid-Market;Principal;Premium;Email Campaign;Education;Mature;North America;United States;Texas;2024-11-18;2024-12-21;Lost;54;42881,57;0,2;"E-reader Platinum 8"" 32 GB";Devices;780
Qualification;Enterprise;Mid-Level;Premium;Conference;Manufacturing;Mature;EMEA;United Kingdom;England;2024-08-29;2024-12-22;Lost;92;137501,84;0,3;Data Migration;Services;1487
Proposal;Enterprise;Senior;Premium;Conference;Finance;Mature;EMEA;Denmark;Jylland;2024-11-02;2024-12-22;Lost;73;109871,52;0,4;Data Migration;Services;1487
Prospecting;Enterprise;Junior;Basic;Email Campaign;Manufacturing;Growth;APAC;Japan;Tokyo;2024-10-15;2024-12-24;Lost;820;82079,55;0,0;"E-reader Lite 6"" 8 GB";Devices;100
Negotiation;Mid-Market;Senior;Basic;Email Campaign;Government;Emerging;LATAM;Mexico;Jalisco;2024-11-05;2024-12-24;Won;306;26322,71;0,7;Travel Adapter Kit;Accessories;86
Negotiation;Enterprise;Senior;Premium;Digital Ads;Healthcare;Mature;North America;United States;New York;2024-09-02;2024-12-25;Won;118;96949,77;0,7;Premium Support;Services;819
Negotiation;Mid-Market;Senior;Premium;Partner Program;Manufacturing;Growth;APAC;India;Maharashtra;2024-11-19;2024-12-26;Won;69;48011,58;0,8;"Tablet Pro 11"" 128 GB";Devices;694
Negotiation;Mid-Market;Senior;Premium;Digital Ads;Manufacturing;Mature;EMEA;Germany;Hesse;2024-11-21;2024-12-26;Lost;91;63829,92;0,7;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;Mid-Market;Junior;Basic;Digital Ads;Technology;Mature;North America;Canada;British Columbia;2024-12-11;2024-12-28;Lost;282;30233,21;0,3;Premium Headphones;Accessories;107
Proposal;Mid-Market;Mid-Level;Basic;Conference;Technology;Mature;North America;Canada;Quebec;2024-11-26;2024-12-29;Won;808;23443,74;0,5;Stylus Pro;Accessories;29
Qualification;Mid-Market;Principal;Standard;Digital Ads;Healthcare;Emerging;LATAM;Mexico;Mexico City;2024-11-07;2024-12-29;Lost;347;69781,43;0,4;Smart Speaker Mini;Devices;201
Final Review;SMB;Mid-Level;Basic;Digital Ads;Manufacturing;Mature;North America;Canada;Quebec;2024-10-20;2024-12-30;Won;677;19644,21;0,9;Stylus Pro;Accessories;29
Negotiation;Mid-Market;Mid-Level;Standard;Partner Program;Government;Mature;North America;United States;Washington;2024-10-09;2024-12-30;Won;159;25472,23;0,7;Office Suite Enterprise;Software;160
Negotiation;Enterprise;Junior;Premium;Webinar;Finance;Mature;EMEA;United Kingdom;England;2024-10-21;2025-01-02;Won;208;162271,94;0,8;"E-reader Platinum 8"" 32 GB";Devices;780
Proposal;Mid-Market;Principal;Basic;Conference;Finance;Mature;EMEA;Denmark;Jylland;2024-12-16;2025-01-02;Lost;271;31775,04;0,5;"Protective Case 6""";Accessories;117
Qualification;Enterprise;Principal;Premium;Webinar;Healthcare;Growth;APAC;India;Maharashtra;2024-09-24;2025-01-03;Won;150;82069,31;0,3;Smart Speaker Max;Devices;546
Negotiation;Mid-Market;Principal;Basic;Webinar;Education;Mature;EMEA;Denmark;Jylland;2024-12-15;2025-01-04;Won;293;34345,34;0,7;"Protective Case 6""";Accessories;117
Proposal;Enterprise;Mid-Level;Standard;Conference;Finance;Mature;EMEA;Germany;Berlin;2024-12-17;2025-01-06;Lost;427;104237,83;0,6;ReadingPlus Annual;Software;244
Proposal;Mid-Market;Junior;Standard;Webinar;Retail;Growth;APAC;India;Delhi;2024-12-06;2025-01-06;Won;156;38120,49;0,4;ReadingPlus Annual;Software;244
Prospecting;Mid-Market;Junior;Basic;Webinar;Government;Emerging;LATAM;Brazil;Rio de Janeiro;2024-12-11;2025-01-07;Lost;281;32905,11;0,0;Cloud Sync Pro;Software;117
Negotiation;Mid-Market;Mid-Level;Premium;Partner Program;Education;Growth;APAC;Australia;New South Wales;2024-09-29;2025-01-09;Won;49;73122,98;0,6;Data Migration;Services;1487
Prospecting;Mid-Market;Junior;Basic;Partner Program;Government;Growth;APAC;Australia;New South Wales;2024-12-13;2025-01-10;Lost;497;32835,46;0,1;Wireless Charger Pad;Accessories;66
Final Review;Mid-Market;Mid-Level;Standard;Digital Ads;Healthcare;Mature;EMEA;Germany;Berlin;2024-10-17;2025-01-12;Lost;346;62686,13;0,9;Office Suite Basic;Software;181
Proposal;Mid-Market;Senior;Basic;Webinar;Healthcare;Growth;APAC;Australia;New South Wales;2024-12-12;2025-01-12;Lost;291;31157,16;0,5;Premium Headphones;Accessories;107
Negotiation;Mid-Market;Mid-Level;Basic;Webinar;Technology;Emerging;LATAM;Brazil;São Paulo;2024-09-11;2025-01-13;Won;529;45520,97;0,8;Travel Adapter Kit;Accessories;86
Proposal;Mid-Market;Principal;Standard;Webinar;Healthcare;Growth;APAC;Japan;Tokyo;2024-11-11;2025-01-14;Won;306;48962,59;0,6;Office Suite Enterprise;Software;160
Negotiation;Mid-Market;Principal;Basic;Conference;Education;Growth;APAC;Australia;Victoria;2024-12-28;2025-01-15;Won;406;43514,53;0,8;Premium Headphones;Accessories;107
Proposal;Mid-Market;Junior;Basic;Partner Program;Education;Mature;North America;Canada;British Columbia;2024-12-14;2025-01-16;Lost;507;43619,01;0,6;Travel Adapter Kit;Accessories;86
Prospecting;Enterprise;Mid-Level;Standard;Conference;Finance;Growth;APAC;Australia;Victoria;2024-12-08;2025-01-16;Lost;395;96403,67;0,1;ReadingPlus Annual;Software;244
Prospecting;Mid-Market;Principal;Standard;Conference;Finance;Growth;APAC;Japan;Osaka;2024-12-11;2025-01-16;Won;365;58481,17;0,1;Office Suite Enterprise;Software;160
Proposal;Enterprise;Mid-Level;Premium;Webinar;Healthcare;Emerging;LATAM;Mexico;Jalisco;2025-01-06;2025-01-17;Won;254;139068,55;0,6;Smart Speaker Max;Devices;546
Prospecting;Mid-Market;Junior;Basic;Partner Program;Healthcare;Mature;EMEA;Germany;Berlin;2024-12-09;2025-01-18;Lost;353;45663,06;0,0;Parental Control Suite;Software;129
Proposal;Mid-Market;Mid-Level;Premium;Email Campaign;Technology;Emerging;LATAM;Mexico;Jalisco;2024-12-30;2025-01-18;Lost;29;24239,3;0,6;Premium Support;Services;819
Proposal;Mid-Market;Junior;Basic;Partner Program;Healthcare;Mature;EMEA;Germany;Hesse;2024-11-09;2025-01-21;Lost;493;42457,44;0,6;Travel Adapter Kit;Accessories;86
Prospecting;Enterprise;Principal;Basic;Partner Program;Healthcare;Mature;EMEA;Spain;Madrid;2024-10-01;2025-01-21;Lost;727;93864,88;0,0;Parental Control Suite;Software;129
Prospecting;Enterprise;Principal;Premium;Conference;Healthcare;Growth;APAC;Australia;New South Wales;2025-01-07;2025-01-22;Lost;68;95330,7;0,0;Onsite Training;Services;1382
Qualification;Mid-Market;Principal;Basic;Webinar;Healthcare;Mature;EMEA;France;Île-de-France;2024-11-25;2025-01-22;Won;380;44562,65;0,4;Cloud Sync Pro;Software;117
Prospecting;Enterprise;Junior;Basic;Conference;Retail;Mature;EMEA;France;Île-de-France;2025-01-11;2025-01-23;Lost;1364;136492,62;0,1;"E-reader Lite 6"" 8 GB";Devices;100
Proposal;Mid-Market;Principal;Basic;Digital Ads;Technology;Emerging;LATAM;Brazil;Rio de Janeiro;2025-01-02;2025-01-24;Lost;341;36496,72;0,6;Premium Headphones;Accessories;107
Final Review;Mid-Market;Senior;Standard;Digital Ads;Technology;Mature;North America;Canada;Quebec;2024-11-27;2025-01-25;Won;169;30610,79;0,9;Office Suite Basic;Software;181
Negotiation;Mid-Market;Junior;Basic;Email Campaign;Technology;Mature;North America;United States;Texas;2024-12-19;2025-01-25;Won;214;25128,21;0,8;"Protective Case 6""";Accessories;117
Final Review;Mid-Market;Junior;Standard;Webinar;Healthcare;Mature;North America;United States;California;2024-12-19;2025-01-27;Lost;330;52919,47;0,9;Office Suite Enterprise;Software;160
Qualification;Mid-Market;Mid-Level;Premium;Partner Program;Finance;Growth;APAC;Japan;Osaka;2024-12-03;2025-01-27;Won;53;79328,03;0,4;Data Migration;Services;1487
Prospecting;Mid-Market;Principal;Standard;Digital Ads;Manufacturing;Mature;North America;United States;Washington;2024-12-22;2025-01-27;Lost;387;62016,72;0,2;Office Suite Enterprise;Software;160
Proposal;Mid-Market;Principal;Basic;Digital Ads;Manufacturing;Mature;North America;United States;California;2024-12-14;2025-01-28;Won;358;41917,05;0,5;Cloud Sync Pro;Software;117
Proposal;Enterprise;Senior;Premium;Email Campaign;Healthcare;Mature;EMEA;France;Île-de-France;2025-01-01;2025-01-29;Won;100;139250,47;0,4;Onsite Training;Services;1382
Prospecting;Enterprise;Mid-Level;Premium;Webinar;Healthcare;Mature;EMEA;Denmark;Hovedstaden;2024-12-11;2025-01-30;Won;99;138151,84;0,2;Onsite Training;Services;1382
Qualification;Enterprise;Senior;Premium;Partner Program;Finance;Mature;North America;United States;Texas;2024-11-08;2025-01-31;Lost;111;95338,06;0,3;Extended Warranty;Services;855
Negotiation;Enterprise;Senior;Premium;Partner Program;Retail;Mature;North America;Canada;British Columbia;2025-01-03;2025-02-02;Won;244;199920,68;0,7;Premium Support;Services;819
Negotiation;Mid-Market;Mid-Level;Premium;Email Campaign;Finance;Mature;EMEA;France;Auvergne-Rhône-Alpes;2024-12-18;2025-02-02;Lost;86;74239,92;0,6;Extended Warranty;Services;855
Proposal;Enterprise;Principal;Premium;Digital Ads;Retail;Mature;North America;Canada;Quebec;2024-12-16;2025-02-02;Won;219;171022,91;0,4;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Enterprise;Principal;Premium;Partner Program;Manufacturing;Mature;EMEA;United Kingdom;Scotland;2024-12-15;2025-02-02;Won;129;105892,75;0,1;Premium Support;Services;819
Prospecting;Enterprise;Junior;Premium;Partner Program;Finance;Mature;EMEA;France;Île-de-France;2024-12-16;2025-02-03;Lost;189;162097,94;0,1;Extended Warranty;Services;855
Qualification;Mid-Market;Junior;Premium;Digital Ads;Manufacturing;Mature;EMEA;United Kingdom;England;2025-01-07;2025-02-04;Lost;101;79014,13;0,4;"E-reader Platinum 8"" 32 GB";Devices;780
Proposal;Mid-Market;Junior;Standard;Conference;Technology;Emerging;LATAM;Mexico;Jalisco;2024-12-11;2025-02-05;Won;372;67385,08;0,5;Office Suite Basic;Software;181
Final Review;Mid-Market;Senior;Premium;Partner Program;Healthcare;Mature;North America;Canada;Quebec;2024-12-19;2025-02-05;Lost;107;74282,57;0,9;"Tablet Pro 11"" 128 GB";Devices;694
Negotiation;Mid-Market;Mid-Level;Basic;Conference;Finance;Mature;North America;Canada;Quebec;2024-09-18;2025-02-07;Won;309;33064,95;0,6;Premium Headphones;Accessories;107
